name,category,type,latitude,longitude
Cabo Bob's,amenity,fast_food,30.2335146,-97.82442275
Food Mart,shop,convenience,30.259574834051666,-97.90784635180634
Whataburger,amenity,fast_food,30.2580558310343,-97.75068371854475
Whataburger,amenity,fast_food,30.230353632561712,-97.7871472964009
Whataburger,amenity,fast_food,30.31923569374109,-97.6982116139281
Whataburger,amenity,fast_food,30.28310548829704,-97.70293035950733
Whataburger,amenity,fast_food,30.293455957918724,-97.7421667441599
Whataburger,amenity,fast_food,30.330416649999997,-97.7229941
Texas Market,shop,convenience,30.331761350000004,-97.72225695000002
,shop,convenience,30.284292374316312,-97.65943838227135
Circle K,shop,convenience,30.440791416767645,-97.77386949959816
Food Mart,shop,convenience,30.443297249999993,-97.78657924999996
East Side Pies,amenity,fast_food,30.35324438946107,-97.72567078359367
Austin Mart,shop,convenience,30.22364370882957,-97.76279569490606
McDonald's,amenity,fast_food,30.329105807888435,-97.6606003521794
Quickie Pickie,amenity,restaurant,30.2687162,-97.72724525000001
Pizza Hut,amenity,restaurant,30.27167620582125,-97.69778982855489
Topgolf,amenity,restaurant,30.39827896741535,-97.71746349231354
Sprouts Farmers Market,shop,supermarket,30.304515473913195,-97.70963616029138
H-E-B,shop,supermarket,30.300905436394004,-97.69855052401101
Skylark Lounge,amenity,bar,30.28477289560902,-97.70410336854323
Nori,amenity,restaurant,30.29992168391192,-97.7402960339703
PD Thai,amenity,restaurant,30.29986300137951,-97.74038477036278
Salsa Limón,amenity,restaurant,30.296607893919045,-97.74165564752695
Jack in the Box,amenity,fast_food,30.231353034461982,-97.86440506246817
Sandy's,amenity,fast_food,30.258409805826435,-97.75100701912369
Eberly,amenity,restaurant,30.25860118156299,-97.75870739761875
Central Market - H-E-B,shop,supermarket,30.307306429696318,-97.73973346406785
East Side Pies,amenity,restaurant,30.26878570508516,-97.72408225759439
The Grackle,amenity,bar,30.262663175640387,-97.72415901887612
Micklethwait Craft Meats,amenity,restaurant,30.268318092205863,-97.72521855470147
Whataburger,amenity,fast_food,30.190557971190742,-97.77185924949111
KFC,amenity,fast_food,30.19046685792592,-97.77160227283365
Schlotzsky's,amenity,fast_food,30.192962817620412,-97.78006294792257
Stagger Lee,amenity,bar,30.259622053698166,-97.73811286727754
Idle Hands,amenity,bar,30.25950128887709,-97.73819725059842
Icenhauer's,amenity,bar,30.259382249245157,-97.73829712410202
Lucille,amenity,bar,30.25874007561949,-97.73852719681327
Unbarlievable,amenity,bar,30.25889046842568,-97.73897398142958
Augustine,amenity,bar,30.25965255,-97.7386791
Parlor Room,amenity,bar,30.259805044762764,-97.73865678384658
Clive Bar,amenity,bar,30.260056047482422,-97.73862400749684
IHOP,amenity,restaurant,30.260953845369635,-97.73737865554092
Jo's Coffee,amenity,cafe,30.251018960991974,-97.74939860799036
Guero's Taco Bar,amenity,restaurant,30.24915282906302,-97.75028611108385
Kerbey Lane Cafe,amenity,restaurant,30.291207968232804,-97.74152178504792
Sonic,amenity,fast_food,30.18475956093689,-97.8496978268489
El Arroyo,amenity,restaurant,30.27490016872464,-97.7644469036216
P. Terry's,amenity,fast_food,30.232279998981152,-97.736303076964
7-Eleven,shop,convenience,30.23204048168434,-97.73738108691042
Speedy Stop,shop,convenience,30.30479215,-97.69891514999998
In-N-Out Burger,amenity,fast_food,30.304338030262333,-97.71566993083802
Texas Chili Parlor,amenity,restaurant,30.27695375731715,-97.74196587019908
Quiznos,amenity,fast_food,30.271738292590072,-97.74178955288178
Roppolo's Pizza,amenity,fast_food,30.267478403011108,-97.73967156424928
Koriente Restaurant,amenity,restaurant,30.26701099526023,-97.73599448887549
Swan Dive,amenity,bar,30.26713842971935,-97.7366535306482
Coyote Ugly,amenity,bar,30.2664773,-97.73820165000001
Good Intentions,amenity,bar,30.266778300000002,-97.73927999999998
Flamingo Cantina,amenity,bar,30.26643681495994,-97.73776227886675
Péché,amenity,restaurant,30.2669638,-97.74516980000001
DuMont's Down Low,amenity,bar,30.26700716229398,-97.74532530620883
Estelle's Social Lounge,amenity,bar,30.266829627663558,-97.74501828683275
Mort Subite,amenity,bar,30.26571892960875,-97.7439833989154
The Roosevelt Room,amenity,bar,30.267712611213966,-97.74631230343883
Cheer Up Charlies,amenity,bar,30.269627259668685,-97.73638279970673
Stubb's BBQ,amenity,restaurant,30.268488899999998,-97.7362194
Wanderlust Wine Co.,amenity,bar,30.26635055,-97.73506375000001
Green Mesquite BBQ,amenity,restaurant,30.261484376170632,-97.75919716562368
Starbucks,amenity,cafe,30.287954783344777,-97.74259751804962
The Diner at Victory Lap,amenity,restaurant,30.288214032073952,-97.7428891635178
Bird Bird Biscuit,amenity,cafe,30.3307989,-97.73200885
El Chile Cafe Y Cantina,amenity,restaurant,30.28354045,-97.72256825
Apothecary Cafe & Wine Bar,amenity,cafe,30.319045979625866,-97.73952523434303
McDonald's,amenity,fast_food,30.237528603374276,-97.75199088548918
Taco Bell,amenity,fast_food,30.237781249999998,-97.75249819999999
El Tacorrido,amenity,fast_food,30.24247269093739,-97.75958273586323
Starbucks,amenity,cafe,30.24219260214038,-97.75893829681738
Jack in the Box,amenity,fast_food,30.37609193449813,-97.67314767669234
7-Eleven,shop,convenience,30.29073752651304,-97.74183545701726
Roppolo's Pizzeria,amenity,restaurant,30.29099378131606,-97.74154547657803
Potbelly,amenity,fast_food,30.286822908661772,-97.74195739610056
Foxtrot,shop,convenience,30.286302256905813,-97.74194937351284
Chipotle,amenity,fast_food,30.28565495308649,-97.74206833644152
Sweetgreen,amenity,fast_food,30.28575741912935,-97.74211076887293
CAVA,amenity,restaurant,30.288545185309722,-97.74176898504189
Church's Chicken,amenity,fast_food,30.19249660995608,-97.7389610375477
Mario's Seafood,amenity,restaurant,30.337709287885428,-97.70201718766805
Ojos Locos Sports Cantina,amenity,restaurant,30.33704936218581,-97.7022845577235
Amaya’s Taco Village,amenity,restaurant,30.31931170779013,-97.70812494491206
Crunch N Munch,shop,convenience,30.32021471046792,-97.70796423173671
IHOP,amenity,restaurant,30.32051744598072,-97.7098149267108
Capt. Benny's,amenity,restaurant,30.31774316591955,-97.70802692302594
Taquero Mucho,amenity,restaurant,30.27009732432215,-97.7511339252947
Iron Works Barbecue,amenity,restaurant,30.262242046103587,-97.73900766866005
Key Bar,amenity,bar,30.26969871439031,-97.74938740565986
Stubs BBQ,amenity,restaurant,30.268672666465346,-97.7361950775525
Bar 508 Mezcalerita,amenity,bar,30.26861263371729,-97.7366320007041
Valhalla,amenity,bar,30.268051586687466,-97.73686012540838
Favorite Pizza,amenity,restaurant,30.27015437151219,-97.75081823924972
Pelons Tex Mex,amenity,restaurant,30.268797143908728,-97.73655165008692
Launderette,amenity,restaurant,30.25187751818181,-97.72274963731476
North Loop Food Store,shop,convenience,30.31799905,-97.7213167
Mr. Natural,amenity,restaurant,30.256826452117718,-97.72454708797456
Bufalina,amenity,restaurant,30.255145035442677,-97.71966888974029
Juiceland,amenity,fast_food,30.25364524478557,-97.7153902543155
Dainty Dillo,amenity,bar,30.25145502297233,-97.70860087530743
Jacoby's Restaurant & Mercantile,amenity,restaurant,30.25151759758811,-97.7073829608405
Counter Culture,amenity,restaurant,30.25453605127728,-97.717966409005
Sweet Chive,amenity,restaurant,30.25381499192119,-97.71566240700442
Drinks Lounge,amenity,bar,30.256438337356773,-97.723294960544
East 1st Grocery,shop,convenience,30.256972110092914,-97.72498800381825
Ah Sing Den,amenity,bar,30.26485970791289,-97.73129786387884
Violet Crown Social Club,amenity,bar,30.264227943238996,-97.73078015028626
Buzz Mill,amenity,cafe,30.264838387178358,-97.72948360174706
Kebabalicious,amenity,restaurant,30.264510739541315,-97.72826689721556
Takoba,amenity,restaurant,30.264108563385697,-97.72740668634717
Yellow Jacket Social Club,amenity,bar,30.261727241335795,-97.72474308261356
Bento Picnic,amenity,restaurant,30.25406553287109,-97.71519430614717
Tamale House East,amenity,restaurant,30.261563542324865,-97.72436631569691
Historic Scoot Inn,amenity,restaurant,30.26212222748713,-97.72938780016531
The White Horse,amenity,bar,30.26256883701313,-97.72706100978432
Intero,amenity,restaurant,30.25388042719256,-97.71444058673045
Whistler's,amenity,bar,30.26205231201905,-97.72270238953901
Suerte,amenity,restaurant,30.262263653613147,-97.7232519854135
Pitchfork Pretty,amenity,restaurant,30.253440683326385,-97.71351266918161
Kemuri Tatsu-Ya,amenity,restaurant,30.253822510061735,-97.712942711256
Wendy's,amenity,fast_food,30.26618794522947,-97.73358936373879
The Liberty,amenity,bar,30.262697193913024,-97.72506606284064
Juan in a Million,amenity,restaurant,30.255321477583987,-97.71896114220095
Scotty's BBQ,amenity,fast_food,30.253245032566458,-97.71314715082485
Buenos Aires Café,amenity,restaurant,30.264222330299344,-97.73042760935118
Chevron,shop,convenience,30.265849333707653,-97.7336748017281
Chalmers,amenity,bar,30.25796467359152,-97.72629671283235
daydreamer,amenity,bar,30.26229160417601,-97.72355660922311
Ramen Tatsu-Ya,amenity,restaurant,30.26315512288627,-97.72629020293174
Grizzelda's,amenity,restaurant,30.25214902834812,-97.70822389185166
La Holly,amenity,bar,30.25900801418391,-97.71448852210304
Texas Coffee Traders Cafe,amenity,cafe,30.257704789963217,-97.70490111206281
St Roch's,amenity,bar,30.258484472577887,-97.71467536951897
Kinda Tropical,amenity,restaurant,30.256526491608952,-97.70304048690592
H-E-B,shop,supermarket,30.259094718860503,-97.71155965147702
Circle K,shop,convenience,30.252154533374696,-97.70928753130654
Fiasco BBQ,amenity,restaurant,30.25697934257937,-97.70393924066899
Club El Tahur,amenity,bar,30.343954705191393,-97.70406988638204
Mi Tienda,shop,supermarket,30.343572700000003,-97.70193100000002
La Capital Del Marisco,amenity,restaurant,30.34361381185409,-97.70386589859311
Denny's,amenity,restaurant,30.217198604452218,-97.69177198609424
Kitty Cohen's,amenity,bar,30.261794750838284,-97.71643011350841
Taqueria Morelos,amenity,restaurant,30.20488021114013,-97.68375438532885
,amenity,restaurant,30.35673147616121,-97.7311895437132
DeSano Pizzeria Napoletana,amenity,restaurant,30.358534320633225,-97.73074525187631
Try Hard Coffee Roastere,amenity,cafe,30.268804868041386,-97.72875054452396
Shell,shop,convenience,30.266763568664636,-97.73333180561158
The Bread Basket,shop,convenience,30.261915919696673,-97.71773276748182
Pollo Campero,amenity,fast_food,30.33123304466417,-97.70142144856341
Burger King,amenity,fast_food,30.332078046944936,-97.70357505330362
Al’s Food Mart,shop,convenience,30.27030623736628,-97.70581026443162
Marcelino's,amenity,restaurant,30.26255724811171,-97.70353785902405
Lustre Pearl,amenity,bar,30.260673679107022,-97.73828899932764
Arab Cowboy,amenity,cafe,30.28792443273481,-97.7469813238917
Cain & Abel's,amenity,bar,30.287891451952387,-97.74736494885043
,shop,convenience,30.288218924394503,-97.74501247064187
Domino's,amenity,fast_food,30.282131773296044,-97.74243228790148
Tapioca House,amenity,cafe,30.282424969470917,-97.74235614343105
1914 Noodles & More,amenity,restaurant,30.282630945374095,-97.74233475747162
Möge Tee,amenity,cafe,30.28281671343288,-97.74234397889118
Torchy's Tacos,amenity,fast_food,30.370717645077296,-97.75628125099172
Subway,amenity,fast_food,30.370556193442813,-97.75734879903607
Seven Spice,amenity,restaurant,30.365529178522557,-97.75037100970367
C-Mart Icehouse,shop,convenience,30.330899932003323,-97.73108850481495
P. Terry's,amenity,fast_food,30.32827328785977,-97.72527707806094
Tyson's Tacos,amenity,fast_food,30.309624225599595,-97.7152346030897
1 Stop Food Mart,shop,convenience,30.312290466159332,-97.71498589816996
JewBoy Burgers,amenity,restaurant,30.312718000000004,-97.7150212
Rosé Gosé,amenity,restaurant,30.313115066774312,-97.7147670512611
Pronto Food Mart,shop,convenience,30.304746835357086,-97.7257817926067
"Hyde Park market, Deli & Organic Grocery",shop,convenience,30.306636997961817,-97.7243725450599
Wendy's,amenity,fast_food,30.354615938269355,-97.75461882232426
7-Eleven,shop,convenience,30.354078972338026,-97.75346545268825
Mesa Mart,shop,convenience,30.37393695428319,-97.75514621211582
Luby's,amenity,restaurant,30.36845073575467,-97.74414591898989
McDonald's,amenity,fast_food,30.313234192620737,-97.70742814744348
Walmart Supercenter,shop,supermarket,30.35556608083438,-97.73485942343872
7-Eleven,shop,convenience,30.28940939128217,-97.70761497327568
Sam's Mini Mart,shop,convenience,30.299848177108846,-97.68650080682622
Haymaker,amenity,restaurant,30.284780809473435,-97.7175974650452
Civil Goat,amenity,cafe,30.285254958113196,-97.71463165019509
Taco Bell,amenity,fast_food,30.354472804387925,-97.73137943608113
Tumble22,amenity,restaurant,30.34797551863868,-97.73532423734662
Brentwood Social House,amenity,cafe,30.332289330416604,-97.73514218527701
Little Woodrows,amenity,bar,30.329114152194983,-97.7395802040221
Tiny Grocer,shop,convenience,30.306933317519686,-97.73001909798754
Avenue B Grocery,amenity,cafe,30.309034778606232,-97.73142870894736
Happy Chicks,amenity,restaurant,30.33998357351602,-97.73868938548206
Natural Grocers,shop,supermarket,30.30428237917688,-97.73671984853284
Terrible Love,amenity,cafe,30.304534429542027,-97.73578196059628
Taco Cabana,amenity,fast_food,30.32103825119924,-97.72985524215547
McDonald's,amenity,fast_food,30.323691904203834,-97.72834272387938
GoPuff Market,shop,convenience,30.288862827052185,-97.72922888406895
Aster's Ethiopian Restaurant,amenity,restaurant,30.287263504295943,-97.72503794643075
Épicerie,amenity,cafe,30.32452184008426,-97.74368891575658
McDonald's,amenity,fast_food,30.3385324219416,-97.75571866457103
Lone Star Kolaches,amenity,restaurant,30.35586180203542,-97.72966420820693
Taco Shack Express,amenity,fast_food,30.3523147,-97.72220739999999
Taco Shack,amenity,fast_food,30.308228620873642,-97.74164902692512
Chili's,amenity,restaurant,30.31332435551994,-97.73838510443915
Taco Cabana,amenity,fast_food,30.35867715698318,-97.71565689255705
Raising Cane's,amenity,fast_food,30.28151947458295,-97.74247851470341
Chick-fil-A,amenity,fast_food,30.281728827728326,-97.74313025547843
P. Terry's,amenity,fast_food,30.281881411366598,-97.74354597257614
Jimmy John's,amenity,fast_food,30.282133263374483,-97.74399780658436
7-Eleven,shop,convenience,30.281299881158166,-97.74214406074343
Starbucks,amenity,cafe,30.278086622782478,-97.74443355855954
,shop,convenience,30.342765979799996,-97.76364940565807
Azul Tequila,amenity,restaurant,30.342751766020935,-97.7640189630149
7-Eleven,shop,convenience,30.28205699856965,-97.77560541730308
Tumble22,amenity,restaurant,30.278097553025084,-97.77168809745255
"Carnitas ""El Güero""",amenity,restaurant,30.355438997884796,-97.70363154902681
DQ Grill & Chill,amenity,fast_food,30.3563577010853,-97.70224023184102
Capital Food Shop,shop,convenience,30.350809770014685,-97.70832455582111
7-Eleven,shop,convenience,30.35829277173948,-97.70044342191916
Taco More,amenity,restaurant,30.36792119711937,-97.70632420482417
Subway,amenity,fast_food,30.307900898715193,-97.74945641469516
Circle K,shop,convenience,30.355990737812526,-97.68522403215124
Fujian Grand China Buffet,amenity,restaurant,30.35035186112924,-97.691975371817
Stinson's,amenity,cafe,30.315236000000002,-97.74197099999999
Vaqueros Cafe & Cantina,amenity,restaurant,30.271133028946107,-97.81699357411242
,shop,convenience,30.312476638717634,-97.66141676654335
Sonic,amenity,fast_food,30.31389769540849,-97.66348195404345
KFC,amenity,fast_food,30.31436663405393,-97.66358854589616
Jack in the Box,amenity,fast_food,30.30379368668266,-97.66172440456823
7-Eleven,shop,convenience,30.303413744061068,-97.66195994952538
Olive & June,amenity,restaurant,30.307189521717802,-97.75112148404253
Crow Bar,amenity,bar,30.236907340022533,-97.6852814297292
Starbucks,amenity,cafe,30.302595477950547,-97.73857604099538
Back Lot,amenity,bar,30.301886458182658,-97.73935953530008
Bikkle,amenity,restaurant,30.29705011787152,-97.74144997552936
Ski Shores Cafe,amenity,restaurant,30.33353021717785,-97.82288184256227
,amenity,restaurant,30.333404947319785,-97.8230105352742
Schlotzsky's,amenity,fast_food,30.42363864396551,-97.84535415628201
Whataburger,amenity,fast_food,30.420530888990243,-97.84642645761053
Denny's,amenity,restaurant,30.27668999352696,-97.72960651467274
In-N-Out Burger,amenity,fast_food,30.292228390548917,-97.74164960127617
Dirty Martin's,amenity,fast_food,30.293997793437782,-97.74234912744559
IHOP,amenity,restaurant,30.265146343633557,-97.7814797925547
Salt Traders Coastal Cooking,amenity,restaurant,30.265329020903014,-97.78098693117987
,amenity,restaurant,30.242978500492505,-97.7838495259879
Olive Garden,amenity,restaurant,30.23714503141064,-97.79227200188085
JuiceLand,amenity,fast_food,30.280013948986095,-97.72106524320193
School House Pub,amenity,bar,30.284159123519057,-97.71879630395672
Sour Duck Market,amenity,restaurant,30.279939762506945,-97.72161023519166
The Wheel,amenity,bar,30.2802657988199,-97.72088206788001
Austin Daily Press,amenity,restaurant,30.280226134465863,-97.72115208235863
Elaine's Pork and Pie,amenity,restaurant,30.2840118,-97.71927335000001
Roland's Soul Food,amenity,restaurant,30.276232412745603,-97.71612109268459
MLK Mart,shop,convenience,30.281742489450245,-97.70782759461272
Jasmine's Restaurant,amenity,restaurant,30.213830086432413,-97.65933054256965
Valero,shop,convenience,30.21872221546463,-97.66841063576534
Jack in the Box,amenity,fast_food,30.213063884236956,-97.65759042358658
Henry's Barbecue,amenity,restaurant,30.214630779452126,-97.66075012097829
Star Stop 50,shop,convenience,30.213187507455697,-97.71109705617403
Rosewood,amenity,restaurant,30.268355224801557,-97.72630642175218
Anything's Baked Potato,amenity,restaurant,30.269023248516813,-97.72465501174722
Major Brand Gas,shop,convenience,30.272913789297306,-97.72404499705434
Franklin Barbecue,amenity,restaurant,30.270167320150023,-97.7312718004436
Jack in the Box,amenity,fast_food,30.387900244890147,-97.64746861493403
Circle K,shop,convenience,30.3871245,-97.64757750000001
Shell Food Mart,shop,convenience,30.377721000000005,-97.6764925
DQ Grill & Chill,amenity,fast_food,30.241812527573607,-97.72677465835524
The Buzz Mill,amenity,cafe,30.241698207105962,-97.72688113711017
Corner Bar,amenity,bar,30.249441633093042,-97.76688085308999
Bouldin Acres,amenity,bar,30.248215862768053,-97.7686832795051
Proud Mary,amenity,cafe,30.24828642746401,-97.76936716813186
OPA! Greek Cafe,amenity,cafe,30.248923764546877,-97.7695041249427
Chipotle,amenity,fast_food,30.247627075646047,-97.77547651809478
Taco Bell,amenity,fast_food,30.212933345418563,-97.82952413818042
7-Eleven,shop,convenience,30.213136357424943,-97.83027978920265
1st Stop Food Store,shop,supermarket,30.259973813639434,-97.75542098057213
El Alma,amenity,restaurant,30.260016948181025,-97.75564825845031
El Tacorrido: Authentic Mexican Taqueria,amenity,fast_food,30.244452931732262,-97.73060412114702
Vegan Yacht,amenity,cafe,30.21890215917695,-97.79572616266837
Conan's Pizza South,amenity,restaurant,30.21626543850057,-97.79825654838407
DQ Grill & Chill,amenity,fast_food,30.2164871,-97.79863440000001
Taqueria Arandas #2,amenity,restaurant,30.216561176490643,-97.79882391956724
El Marisquero Seafood,amenity,restaurant,30.216948825136207,-97.79934763518527
Tuk-Tuk Thai Cafe,amenity,restaurant,30.215913370861422,-97.79671202109863
,amenity,fast_food,30.20958010448275,-97.78373130982145
Raising Cane's,amenity,fast_food,30.239556573311518,-97.72698472763301
,shop,convenience,30.236195606198816,-97.72800924749527
Taco Cabana,amenity,fast_food,30.233738762181304,-97.7242879293321
Dan's Hamburgers,amenity,restaurant,30.230764343342358,-97.78827554661054
G's Dynamite Deli,amenity,restaurant,30.242600417832083,-97.75929826807027
Green Pastures,amenity,restaurant,30.244949266662022,-97.762261908953
Urban Market,shop,convenience,30.27356136035579,-97.71932903947528
,amenity,restaurant,30.270124675895413,-97.71827688896887
Stop N Express,shop,convenience,30.299992708000545,-97.68548748434381
Wendy's,amenity,fast_food,30.392251354930192,-97.70679313923168
Tacos Luna,amenity,restaurant,30.382784000000004,-97.6946465
Taco Joint,amenity,restaurant,30.25636583930542,-97.74551928242776
Medici Roasting,amenity,cafe,30.27951558087614,-97.7594165888224
Mean Eyed Cat,amenity,bar,30.27446728030363,-97.76499977859768
40 North,amenity,restaurant,30.274992002677745,-97.75169849708766
,shop,convenience,30.274622576485502,-97.75194569229123
Whole Foods Market,shop,supermarket,30.270594957944557,-97.7532820654938
7-Eleven,shop,convenience,30.398080332915512,-97.70523215334859
7-Eleven,shop,convenience,30.37905578769247,-97.71147289503295
Howard's Bar and Club,amenity,bar,30.27284970489238,-97.75689331807234
Garbo's,amenity,restaurant,30.272570075840427,-97.75369952938325
Taco Flats,amenity,restaurant,30.280077390534625,-97.75949080186788
Micklethwait Barbecue,amenity,restaurant,30.273196880162374,-97.69014411416138
Diamond Food Mart,shop,convenience,30.304451585517263,-97.68184593802688
Food Mart,shop,convenience,30.229027275878703,-97.86463392728517
El Rancho Supermercado,shop,supermarket,30.320280066152247,-97.6904825560485
Mum Foods Smokehouse and Delicatessen,amenity,restaurant,30.30588655128677,-97.67974037788923
La Yaquesita,amenity,restaurant,30.307686942894836,-97.6773836072685
Get-N-Go,shop,convenience,30.307683499999996,-97.67601350000001
Mr Gatti's Pizza,amenity,restaurant,30.32393377851444,-97.67526022216003
,shop,convenience,30.290337427165507,-97.62770652059102
McDonald's,amenity,fast_food,30.272306605349478,-97.69689645672469
Pho Craft,amenity,restaurant,30.273507199999997,-97.69710680000003
Terry’s,amenity,restaurant,30.281519000000003,-97.70281349999998
,shop,convenience,30.285405199999996,-97.68338125000001
Justine's,amenity,restaurant,30.25324676107884,-97.70053856949103
De Nada Cantina,amenity,restaurant,30.251451838621133,-97.70216937364536
Sawyer & Co.,amenity,restaurant,30.25140985467873,-97.70180098526453
Cabana Club,amenity,bar,30.254332351043125,-97.69780265451791
,amenity,fast_food,30.208663682812865,-97.78092562562101
The Shack,shop,convenience,30.27742722343222,-97.68571067359666
Sahara Lounge,amenity,bar,30.279492524288976,-97.68160015907551
68 Degrees Kitchen,amenity,restaurant,30.277881691182504,-97.77298426239928
Habana Restaurant and Bar,amenity,restaurant,30.234946129427094,-97.75733459597224
Show Me Pizza,amenity,restaurant,30.236761434484016,-97.76278046598954
,amenity,cafe,30.234235268115157,-97.75760697894407
Wendy's,amenity,fast_food,30.21312019583267,-97.71244832966427
Barton Hills Market,shop,supermarket,30.26189838947268,-97.77501695862553
Sonic,amenity,fast_food,30.22563226248714,-97.70257806601003
Circle K,shop,convenience,30.225295276893682,-97.70279931211508
Whataburger,amenity,fast_food,30.2336215,-97.7394506
Loyola Grocery,shop,convenience,30.299629902034578,-97.64547431367437
Citgo,shop,convenience,30.424546699999997,-97.6705083
Wendy's,amenity,fast_food,30.440616914036543,-97.66438830538262
Wings 'N More Restaurant & Bar,amenity,restaurant,30.42403825641666,-97.6697113831248
Wendy's,amenity,fast_food,30.441874858500952,-97.74657209720397
Abel's North,amenity,restaurant,30.42369094804831,-97.7153407797962
Jack in the Box,amenity,fast_food,30.44209211888841,-97.66645377971824
Cheddar's,amenity,restaurant,30.44454201677562,-97.66673846796506
Bombshells,amenity,restaurant,30.445666284387833,-97.66646850639519
Taco Cabana,amenity,fast_food,30.442571054355994,-97.66617922993284
FD's Grillhouse,amenity,restaurant,30.443823644585862,-97.66685558934279
7-Eleven,shop,convenience,30.4432824103784,-97.66608571609629
Chapala #2,amenity,restaurant,30.444600476406944,-97.66473307587856
Valero,shop,convenience,30.425047570732307,-97.67214433433175
KFC,amenity,fast_food,30.413371993534593,-97.68959131448585
Sonic,amenity,fast_food,30.414867218968705,-97.69608666118536
Food Basket,shop,convenience,30.41512346657978,-97.69594418736182
Buffalo Wild Wings,amenity,restaurant,30.41121455842566,-97.67510219889382
Ho Ho Chinese B.B.Q.,amenity,restaurant,30.410270761625842,-97.67582985644394
Red Robin,amenity,restaurant,30.410750777150785,-97.67538690150634
McDonald's,amenity,fast_food,30.41252914618814,-97.69043659954713
Taco Shack,amenity,fast_food,30.412110291364534,-97.69067535444955
The Hideout Pub,amenity,restaurant,30.41252496139957,-97.70978244621355
Whole Foods Market,shop,supermarket,30.406338988955177,-97.72010345184752
Wendy's,amenity,fast_food,30.398516437549546,-97.74527837445854
Lupe Tortilla,amenity,restaurant,30.38695344059688,-97.73396873643128
BJ's,amenity,restaurant,30.392223177656927,-97.73239684581094
Circle K,amenity,fuel,30.40033524388159,-97.74848160368708
Golden Chick,amenity,fast_food,30.365645658657797,-97.69594102104833
Matamoros Tacos,amenity,fast_food,30.37735078203102,-97.6894055465723
1417 French Bistro,amenity,restaurant,30.25009131754368,-97.75455525707888
Chevron,shop,convenience,30.25701387316667,-97.74745099331248
Thom's Market,shop,convenience,30.261646475185646,-97.75959550521503
Austin Eastciders,amenity,bar,30.262111081162967,-97.7612516671773
Lou's Barton Springs,amenity,restaurant,30.26241292624766,-97.76171987633434
Baby Acapulco,amenity,restaurant,30.263089759984336,-97.76235473048997
Casa de Luz,amenity,restaurant,30.264417911558237,-97.76162663492504
Chuy's,amenity,restaurant,30.263846101059602,-97.76328285597798
House Wine,amenity,bar,30.26191516923451,-97.7588905494308
Barton Springs Saloon,amenity,bar,30.261351955513923,-97.75876040539012
Carpenters Hall,amenity,restaurant,30.262257888147804,-97.75879449767544
P. Terry's,amenity,fast_food,30.261606669043278,-97.75855852839385
Juliet Italian Kitchen,amenity,restaurant,30.261720512563468,-97.76010715256302
Merit Coffee,amenity,cafe,30.25523545,-97.76168924999999
7-Eleven,shop,convenience,30.252486500000003,-97.76290800000001
Uchi,amenity,restaurant,30.257520759313582,-97.7597538651338
Maudie's Tex-Mex,amenity,restaurant,30.254738313878214,-97.76263549802245
Ramen Tatsu-ya,amenity,restaurant,30.253958140478424,-97.76327139409354
Elizabeth Street Cafe,amenity,restaurant,30.249786012370016,-97.7546623048768
Torchy's Tacos,amenity,fast_food,30.245453859050663,-97.75150928476413
The Salty,amenity,restaurant,30.24417283252673,-97.75212855500556
Southside Flying Pizza,amenity,restaurant,30.241070701291022,-97.75288932801645
Teal House,amenity,cafe,30.239910031568257,-97.75315863096708
Freddo ATX,amenity,restaurant,30.23921280272967,-97.75364220248734
The Meteor Cafe,amenity,cafe,30.2427504182276,-97.75254772022386
Habanero Mexican Cafe,amenity,restaurant,30.241211242196986,-97.7582430818207
Capitol Food Mart,shop,convenience,30.357851217069054,-97.69950886414956
7-Eleven,shop,convenience,30.202928500000002,-97.838024
Kerbey Lane,amenity,restaurant,30.222614857666223,-97.84139429233892
Panera Bread,amenity,fast_food,30.223249010645826,-97.84418944118173
Chuy's,amenity,restaurant,30.217743260837764,-97.8415326057924
Lil' Doddy,amenity,restaurant,30.223084770584602,-97.84346254621292
KFC,amenity,fast_food,30.238496113905466,-97.72538394481269
Taco Bell,amenity,fast_food,30.238146740631063,-97.7252590553557
Popeyes,amenity,fast_food,30.237641013711528,-97.72525072333488
Burger King,amenity,fast_food,30.235376526390727,-97.72359576627888
H-E-B plus!,shop,supermarket,30.236583358004456,-97.7221396049034
H-E-B Express,shop,convenience,30.23472186972905,-97.72273471980952
Vinaigrette,amenity,restaurant,30.241295482827734,-97.75204920355718
River City Market,shop,convenience,30.240873501977884,-97.75226971636046
7-Eleven,shop,convenience,30.23454433269169,-97.74220415600817
Starbucks,amenity,cafe,30.207942759869788,-97.81541303599789
Bamboo Bistro,amenity,restaurant,30.20769626661995,-97.81562881457637
Shipley Do-Nuts,amenity,fast_food,30.200873121841976,-97.83833934756515
Circle K,shop,convenience,30.201369347079147,-97.83776489569325
Sprouts Farmers Market,shop,supermarket,30.20244370253953,-97.80825191717379
Xpress,shop,convenience,30.20004082256491,-97.80806002624031
The Tailor Shop,amenity,bar,30.24537277292057,-97.7804566078272
7-Eleven,shop,convenience,30.244223143763314,-97.78227618470918
Jack in the Box,amenity,fast_food,30.23138622930518,-97.73414252798736
Stop & Save,shop,convenience,30.235939244076825,-97.72906728257082
Denny's,amenity,restaurant,30.23322653144515,-97.74255952202158
Starbucks,amenity,cafe,30.233670869182728,-97.74236876973285
